CS 100
CS 101,MATH 220,-1,MATH 221,-1
CS 102,INFO 102,3
CS 105,MATH 112,0
CS 107,STAT 107,3
CS 125,MATH 122,0
CS 126,CS 125,0,CS 242,2,CS,7
CS 173,CS 125,-2,ECE 220,-2,MATH 220,-1,MATH 221,-1,MATH 213,2
CS 196,CS 1XX,4
CS 199
CS 210,ECE 316,2,CS 225,0,JR,5
CS 225,CS 125,-2,ECE 220,-2,CS 173,-1,MATH 213,-1,MATH 347,-1,MATH 412,-1,MATH 413,-1
CS 233,CS 125,0,CS 173,0,CS 225,1
CS 240,CS 225,0
CS 241,ECE 391,2,CS 225,0,CS 233,0
CS 242,CS 241,0
CS 265,MACS 265,3
CS 296,2XX,4
CS 357,CS 450,3,CS 101,-1,CS 105,-1,CS 125,-1,MATH 241,0,MATH 225,-2,MATH 415,-2,MATH 416,-2,ASRM,-2
CS 361,ECE 313,2,MATH 220,-1,MATH 221,-1,MATH 225,-5,MATH 415,-5,MATH 416,-5,CS,7
CS 374,CS 225,0
CS 397,CONSENT,4
CS 398,CUSTOM,4
CS 410,CS 225,0
CS 411,CS 225,0
CS 412,CS 225,0
CS 413,MATH 413,3
CS 414,CS 241,-1,ECE 391,-1
CS 418,CS 225,0,MATH 225,-1,MATH 415,-1,MATH 241,0
CS 419,CS 418,0
CS 420,CS 225,0
CS 421,CS 233,-1,CS 240,-1,CS 374,0
CS 422,CS 421,0
CS 423,CS 241,-1,ECE 391,-1
CS 424,CS 241,0
CS 425,CS 241,-1,ECE 391,-1
CS 426,CS 421,0
CS 427,CS 225,0,CS 373,0
CS 428,CS 427,0
CS 429,CS 427,0
CS 431,CS 241,-1,ECE 391,-1
CS 433,CS 233,0
CS 436,CS 241,-1,ECE 391,-1
CS 438,CS 241,-1,ECE 391,-1,ECE 313,-2,MATH 461,-2,MATH 463,-2
CS 439,ECE 439,3
CS 440,CS 225,0
CS 445,CS 225,0,MATH 225,0,MATH 231,0
CS 446,CS 225,0,MATH 225,-1,MATH 415,-1,MATH 416,-1,ASRM 406,-1,CS 361,-2,ECE 313,-2,MATH 461,-2,STAT 400,-2
CS 447,LING 406,3,CS 374,0
CS 450,CS 457,2,CS 101,-1,CS 125,-1,CS 357,-2,MATH 415,-2,MATH 285,0
CS 457,CS 450,2,CS 357,0
CS 460,CS 461,0
CS 461,CS 241,-1,ECE 391,-1
CS 463,CS 461,0,CS 475,6
CS 465,CS 225,0
CS 466,CS 225,0
CS 467,CS 225,0
CS 468,ADV 492,3
CS 473,CS 374,0,CS 361,-1,MATH 461,-1,STAT 400,-1
CS 475,CS 374,0
CS 476,CS 225,0,CS 374,-1,MATH 414,-1
CS 477,CS 225,0,CS 373,-1,MATH 414,-1
CS 481,IE 410,3
CS 482,IE 413,3
CS 483,ECE 408,3
CS 484,CS 241,0
CS 491,CUSTOM,4
CS 492,SR,5,CS,7
CS 493,CS 492,0,REQUIRED_POSTREQ,4
CS 494,CS 492,0,REQUIRED_POSTREQ,4
CS 497,SR,5,JR,5,CS,7
CS 498,CUSTOM,4
CS 499,CUSTOM,4
CS 508,ECE 508,3
CS 510,CS 410,-1,CS 412,-1,CS 446,-1,LING 406,-1
CS 511,CS 411,0
CS 512,CS 412,0
CS 513,IS 532,3
CS 519,CS 418,0
CS 522,CS 422,0,CS 426,0
CS 523,CS 423,0,CS 425,0,CS 433,0
CS 524,CS 422,-1,CS 475,-1,CS 476,-1
CS 525,CS 423,-1,CS 425,-1,CS 438,-1
CS 526,CS 426,0
CS 527,CS 428,-1,CS 429,-1
CS 528,CS 427,0
CS 533,CS 433,0
CS 536,CS 542,3
CS 538,CS 438,0
CS 539,ECE 526,3
CS 541,ECE 541,3
CS 543,ECE 549,3
CS 544,CS 450,0,CS 473,0
CS 546,CS 446,0,CS 473,0
CS 547,IE 534,3
CS 548,CS 440,-1,CS 446,-1
CS 549,PSYC 514,3
CS 554,CS 450,-1,CS 457,-1,CS 555,-1
CS 555,CS 450,-1,CS 457,-1
CS 556
CS 563,CS 461,-1,CS 463,-1
CS 565,CS 465,0
CS 571,MATH 580,3
CS 572,MATH 581,3
CS 573
CS 574,CS 473,-1,MATH 461,-1,STAT 400,-1
CS 575,MATH 584,3
CS 576,CUSTOM,4
CS 579,CS 473,-1,CS 475,-1
CS 581,CS 374,0,CS 361,0,CONSENT,4
CS 583,CS 573,0,CONSENT,4
CS 584,ECE 584,3
CS 585,ECE 519,3
CS 586,IE 519,3
CS 591,CUSTOM,4
CS 597,CONSENT,4
CS 598,CUSTOM,4
CS 599
